ckan_id,movie_id,title,full_title,release_year,genres,entity_id
7096,46115,Forever Mine,Forever Mine (1999),1999.0,"['Crime', 'Drama', 'Romance', 'Thriller']",7096
7097,46156,"Ax, The (couperet, Le)","Ax, The (couperet, Le) (2005)",2005.0,"['Comedy', 'Crime']",7097
7098,46194,Adam & Steve,Adam & Steve (2005),2005.0,"['Comedy', 'Romance']",7098
7099,46199,Beyond the Rocks,Beyond the Rocks (1922),1922.0,"['Drama', 'Romance']",7099
7100,46201,Bob the Butler,Bob the Butler (2005),2005.0,['Comedy'],7100
7101,46207,Jack Frost 2: Revenge of the Mutant Killer Snowman,Jack Frost 2: Revenge of the Mutant Killer Snowman (2000),2000.0,['Horror'],7101
7102,46258,Marked Woman,Marked Woman (1937),1937.0,"['Crime', 'Drama', 'Film-Noir']",7102
7103,46311,Running,Running (1979),1979.0,['Drama'],7103
7104,46318,Blessed Event,Blessed Event (1932),1932.0,"['Comedy', 'Drama']",7104
7105,46325,Susan Lenox (Her Fall and Rise),Susan Lenox (Her Fall and Rise) (1931),1931.0,"['Adventure', 'Drama', 'Romance']",7105
7106,46331,"Adjuster, The","Adjuster, The (1991)",1991.0,['Drama'],7106
7107,46335,"Fast and the Furious: Tokyo Drift, The (Fast and the Furious 3, The)","Fast and the Furious: Tokyo Drift, The (Fast and the Furious 3, The) (2006)",2006.0,"['Action', 'Crime', 'Drama', 'Thriller']",7107
7108,46337,Garfield: A Tail of Two Kitties,Garfield: A Tail of Two Kitties (2006),2006.0,"['Animation', 'Children', 'Comedy']",7108
7109,46347,Metal: A Headbanger's Journey,Metal: A Headbanger's Journey (2005),2005.0,['Documentary'],7109
7110,46363,Summer in Berlin (Sommer vorm Balkon),Summer in Berlin (Sommer vorm Balkon) (2005),2005.0,['Drama'],7110
7111,46372,"Bribe, The","Bribe, The (1949)",1949.0,"['Drama', 'Film-Noir', 'Thriller']",7111
7112,46409,Without Love,Without Love (1945),1945.0,"['Comedy', 'Romance']",7112
7113,46430,Waist Deep,Waist Deep (2006),2006.0,"['Action', 'Crime', 'Drama', 'Thriller']",7113
7114,46441,"Sheriff and the Satellite Kid, The","Sheriff and the Satellite Kid, The (1979)",1979.0,"['Action', 'Comedy', 'Sci-Fi']",7114
7115,46525,Spite Marriage,Spite Marriage (1929),1929.0,['Comedy'],7115
7116,46530,Superman Returns,Superman Returns (2006),2006.0,"['Action', 'Adventure', 'Sci-Fi', 'IMAX']",7116
7117,46559,"Road to Guantanamo, The","Road to Guantanamo, The (2006)",2006.0,"['Drama', 'War']",7117
7118,46561,Leonard Cohen: I'm Your Man,Leonard Cohen: I'm Your Man (2005),2005.0,"['Documentary', 'Musical']",7118
7119,46578,Little Miss Sunshine,Little Miss Sunshine (2006),2006.0,"['Adventure', 'Comedy', 'Drama']",7119
7120,46581,Brothers of the Head,Brothers of the Head (2005),2005.0,['Drama'],7120
7121,46588,Forgiving Dr. Mengele,Forgiving Dr. Mengele (2006),2006.0,['Documentary'],7121
7122,46604,Curse of the Pink Panther,Curse of the Pink Panther (1983),1983.0,"['Comedy', 'Crime', 'Mystery']",7122
7123,46613,Mimic: Sentinel,Mimic: Sentinel (2003),2003.0,"['Horror', 'Sci-Fi', 'Thriller']",7123
7124,46627,Rock 'n' Roll Nightmare,Rock 'n' Roll Nightmare (1987),1987.0,"['Fantasy', 'Horror']",7124
7125,46640,Why Does Herr R. Run Amok? (Warum läuft Herr R. Amok?),Why Does Herr R. Run Amok? (Warum läuft Herr R. Amok?) (1970),1970.0,['Drama'],7125
7126,46651,Instrument,Instrument (2003),2003.0,['Documentary'],7126
7127,46653,"300 Spartans, The","300 Spartans, The (1962)",1962.0,"['Adventure', 'Drama', 'War']",7127
7128,46716,Knock on Any Door,Knock on Any Door (1949),1949.0,"['Crime', 'Drama', 'Film-Noir']",7128
7129,46748,China Seas,China Seas (1935),1935.0,"['Action', 'Adventure', 'Drama', 'Romance']",7129
7130,46753,I Walk the Line,I Walk the Line (1970),1970.0,['Drama'],7130
7131,46762,"Thief Lord, The","Thief Lord, The (2006)",2006.0,"['Adventure', 'Children', 'Fantasy']",7131
7132,46765,"Girl Can't Help It, The","Girl Can't Help It, The (1956)",1956.0,['Comedy'],7132
7133,46770,Krrish,Krrish (2006),2006.0,"['Adventure', 'Musical', 'Romance', 'Sci-Fi']",7133
7134,46772,Strangers with Candy,Strangers with Candy (2005),2005.0,['Comedy'],7134
7135,46790,"Kremlin Letter, The","Kremlin Letter, The (1970)",1970.0,"['Drama', 'Thriller']",7135
7136,46803,Young Mr. Lincoln,Young Mr. Lincoln (1939),1939.0,['Drama'],7136
7137,46808,Subject Two,Subject Two (2006),2006.0,"['Drama', 'Thriller']",7137
7138,46839,Three Times (Zui hao de shi guang),Three Times (Zui hao de shi guang) (2005),2005.0,"['Drama', 'Romance']",7138
7139,46848,"Gumball Rally, The","Gumball Rally, The (1976)",1976.0,"['Adventure', 'Comedy']",7139
7140,46850,Wordplay,Wordplay (2006),2006.0,['Documentary'],7140
7141,46855,Army of Shadows (L'armée des ombres),Army of Shadows (L'armée des ombres) (1969),1969.0,"['Action', 'Drama', 'Thriller', 'War']",7141
7142,46862,Orchestra Rehearsal (Prova d'orchestra),Orchestra Rehearsal (Prova d'orchestra) (1978),1978.0,['Drama'],7142
7143,46880,Dancing Lady,Dancing Lady (1933),1933.0,"['Comedy', 'Musical', 'Romance']",7143
7144,46901,"Purple Plain, The","Purple Plain, The (1954)",1954.0,"['Drama', 'War']",7144
7145,46910,Coonskin,Coonskin (1975),1975.0,"['Animation', 'Crime', 'Drama']",7145
7146,46919,End of the Spear,End of the Spear (2005),2005.0,['Drama'],7146
7147,46925,Two for the Seesaw,Two for the Seesaw (1962),1962.0,"['Drama', 'Romance']",7147
7148,46948,Monster House,Monster House (2006),2006.0,"['Animation', 'Children', 'Fantasy', 'Mystery']",7148
7149,46952,Wrong Side Up (Pribehy obycejneho silenstvi),Wrong Side Up (Pribehy obycejneho silenstvi) (2005),2005.0,"['Comedy', 'Drama']",7149
7150,46965,Snakes on a Plane,Snakes on a Plane (2006),2006.0,"['Action', 'Comedy', 'Horror', 'Thriller']",7150
7151,46970,Talladega Nights: The Ballad of Ricky Bobby,Talladega Nights: The Ballad of Ricky Bobby (2006),2006.0,"['Action', 'Comedy']",7151
7152,46972,Night at the Museum,Night at the Museum (2006),2006.0,"['Action', 'Comedy', 'Fantasy', 'IMAX']",7152
7153,46974,World Trade Center,World Trade Center (2006),2006.0,['Drama'],7153
7154,46979,"Valley of Decision, The","Valley of Decision, The (1945)",1945.0,['Drama'],7154
7155,47007,"Good Fairy, The","Good Fairy, The (1935)",1935.0,"['Comedy', 'Romance']",7155
7156,47028,Sione's Wedding (Samoan Wedding),Sione's Wedding (Samoan Wedding) (2006),2006.0,"['Comedy', 'Romance']",7156
7157,47044,Miami Vice,Miami Vice (2006),2006.0,"['Action', 'Crime', 'Drama', 'Thriller']",7157
7158,47047,"Groomsmen, The","Groomsmen, The (2006)",2006.0,"['Comedy', 'Drama', 'Romance']",7158
7159,47054,Each Dawn I Die,Each Dawn I Die (1939),1939.0,"['Crime', 'Drama', 'Thriller']",7159
7160,47063,Loch Ness,Loch Ness (1996),1996.0,['Drama'],7160
7161,47076,"Good Morning, Night (Buongiorno, notte)","Good Morning, Night (Buongiorno, notte) (2003)",2003.0,['Drama'],7161
7162,47084,"Live and Become (Va, vis et deviens)","Live and Become (Va, vis et deviens) (2005)",2005.0,['Drama'],7162
7163,47099,"Pursuit of Happyness, The","Pursuit of Happyness, The (2006)",2006.0,['Drama'],7163
7164,47117,Tears of the Black Tiger (Fah talai jone),Tears of the Black Tiger (Fah talai jone) (2000),2000.0,"['Action', 'Comedy', 'Romance', 'Western']",7164
7165,47122,John Tucker Must Die,John Tucker Must Die (2006),2006.0,"['Comedy', 'Romance']",7165
7166,47124,"Ant Bully, The","Ant Bully, The (2006)",2006.0,"['Adventure', 'Animation', 'Children', 'Comedy', 'Fantasy', 'IMAX']",7166
7167,47131,Leaves from Satan's Book (Blade af Satans bog),Leaves from Satan's Book (Blade af Satans bog) (1921),1921.0,['Drama'],7167
7168,47148,Mrs. Palfrey at the Claremont,Mrs. Palfrey at the Claremont (2005),2005.0,"['Comedy', 'Drama']",7168
7169,47150,"Death of Mr. Lazarescu, The (Moartea domnului Lazarescu)","Death of Mr. Lazarescu, The (Moartea domnului Lazarescu) (2005)",2005.0,['Drama'],7169
7170,47165,Ciao Manhattan (Ciao! Manhattan),Ciao Manhattan (Ciao! Manhattan) (1972),1972.0,"['Documentary', 'Drama', 'Romance']",7170
7171,47200,Crank,Crank (2006),2006.0,"['Action', 'Thriller']",7171
7172,47202,"Secret Life of Words, The","Secret Life of Words, The (2005)",2005.0,"['Drama', 'Romance']",7172
7173,47221,"Dudesons Movie, The","Dudesons Movie, The (2006)",2006.0,"['Comedy', 'Documentary']",7173
7174,47248,Johnny Was,Johnny Was (2006),2006.0,"['Action', 'Crime', 'Drama', 'Thriller']",7174
7175,47250,Played,Played (2006),2006.0,"['Crime', 'Thriller']",7175
7176,47261,"Night Listener, The","Night Listener, The (2006)",2006.0,"['Fantasy', 'Mystery', 'Thriller']",7176
7177,47274,Murmur of the Heart (Le souffle au coeur),Murmur of the Heart (Le souffle au coeur) (1971),1971.0,['Drama'],7177
7178,47277,They Won't Believe Me,They Won't Believe Me (1947),1947.0,"['Drama', 'Film-Noir']",7178
7179,47285,"Left Hand of God, The","Left Hand of God, The (1955)",1955.0,['Drama'],7179
7180,47306,"Canterbury Tale, A","Canterbury Tale, A (1944)",1944.0,"['Drama', 'Mystery', 'War']",7180
7181,47330,Dirty Mary Crazy Larry,Dirty Mary Crazy Larry (1974),1974.0,"['Action', 'Crime', 'Drama', 'Romance']",7181
7182,47342,Angels Over Broadway,Angels Over Broadway (1940),1940.0,"['Adventure', 'Comedy', 'Crime', 'Drama']",7182
7183,47394,"Bon Cop, Bad Cop","Bon Cop, Bad Cop (2006)",2006.0,"['Action', 'Comedy', 'Crime', 'Thriller']",7183
7184,47397,"Tom, Dick and Harry","Tom, Dick and Harry (1941)",1941.0,"['Comedy', 'Fantasy', 'Romance']",7184
7185,47417,Land of the Blind,Land of the Blind (2006),2006.0,"['Drama', 'Thriller']",7185
7186,47423,Half Nelson,Half Nelson (2006),2006.0,['Drama'],7186
7187,47446,"Moustache, La","Moustache, La (2005)",2005.0,"['Drama', 'Mystery', 'Thriller']",7187
7188,47452,Wing Chun,Wing Chun (1994),1994.0,"['Action', 'Comedy', 'Drama', 'Romance']",7188
7189,47455,Executioners (Xian dai hao xia zhuan),Executioners (Xian dai hao xia zhuan) (1993),1993.0,"['Action', 'Comedy', 'Sci-Fi']",7189
7190,47458,"Swordsman II (Legend of the Swordsman, The) (Xiao ao jiang hu zhi: Dong Fang Bu Bai)","Swordsman II (Legend of the Swordsman, The) (Xiao ao jiang hu zhi: Dong Fang Bu Bai) (1992)",1992.0,"['Action', 'Fantasy']",7190
7191,47460,Peking Opera Blues (Do ma daan),Peking Opera Blues (Do ma daan) (1986),1986.0,"['Action', 'Comedy']",7191
7192,47465,Tideland,Tideland (2005),2005.0,"['Drama', 'Fantasy', 'Thriller']",7192
7193,47484,G Men,G Men (1935),1935.0,"['Crime', 'Drama']",7193
7194,47491,Adam's Apples (Adams æbler),Adam's Apples (Adams æbler) (2005),2005.0,"['Comedy', 'Drama']",7194
7195,47493,Cabin in the Sky,Cabin in the Sky (1943),1943.0,"['Fantasy', 'Musical']",7195
7196,47503,2:37,2:37 (2006),2006.0,['Drama'],7196
7197,47516,Material Girls,Material Girls (2006),2006.0,"['Children', 'Comedy', 'Drama']",7197
7198,47518,Accepted,Accepted (2006),2006.0,['Comedy'],7198
7199,47538,Crime Busters,Crime Busters (1977),1977.0,"['Action', 'Adventure', 'Comedy', 'Crime']",7199
7200,47559,Drömkåken,Drömkåken (1993),1993.0,['Comedy'],7200
7201,47571,Heading South (Vers le sud),Heading South (Vers le sud) (2005),2005.0,['Drama'],7201
7202,47615,Adventures of Don Juan,Adventures of Don Juan (1948),1948.0,"['Adventure', 'Romance']",7202
7203,47619,State of the Union,State of the Union (1948),1948.0,"['Comedy', 'Drama']",7203
7204,47640,Beerfest,Beerfest (2006),2006.0,['Comedy'],7204
7205,47642,How to Eat Fried Worms,How to Eat Fried Worms (2006),2006.0,"['Children', 'Drama']",7205
7206,47646,Idlewild,Idlewild (2006),2006.0,"['Crime', 'Drama', 'Musical']",7206
7207,47670,"Syrian Bride, The","Syrian Bride, The (2004)",2004.0,['Drama'],7207
7208,47681,"Sorry, Haters","Sorry, Haters (2005)",2005.0,"['Drama', 'Thriller']",7208
7209,47701,"Ritz, The","Ritz, The (1976)",1976.0,['Comedy'],7209
7210,47707,My Geisha,My Geisha (1962),1962.0,['Comedy'],7210
7211,47719,"Music Box, The","Music Box, The (1932)",1932.0,['Comedy'],7211
7212,47721,"Red Balloon, The (Ballon rouge, Le)","Red Balloon, The (Ballon rouge, Le) (1956)",1956.0,"['Children', 'Fantasy']",7212
7213,47725,Angel-A,Angel-A (2005),2005.0,"['Comedy', 'Drama', 'Fantasy', 'Romance']",7213
7214,47728,Green for Danger,Green for Danger (1946),1946.0,"['Crime', 'Mystery']",7214
7215,47736,"Chump at Oxford, A","Chump at Oxford, A (1940)",1940.0,['Comedy'],7215
7216,47740,Block-Heads,Block-Heads (1938),1938.0,"['Comedy', 'War']",7216
7217,47774,"Icicle Thief, The (Ladri di saponette)","Icicle Thief, The (Ladri di saponette) (1989)",1989.0,"['Comedy', 'Fantasy']",7217
7218,47793,"Puffy Chair, The","Puffy Chair, The (2006)",2006.0,"['Drama', 'Romance']",7218
7219,47808,Mutual Appreciation,Mutual Appreciation (2005),2005.0,"['Comedy', 'Drama']",7219
7220,47836,Sketches of Frank Gehry,Sketches of Frank Gehry (2005),2005.0,['Documentary'],7220
7221,47868,Ronja Robbersdaughter (Ronja Rövardotter),Ronja Robbersdaughter (Ronja Rövardotter) (1984),1984.0,"['Adventure', 'Children', 'Drama']",7221
7222,47871,Strul,Strul (1988),1988.0,"['Action', 'Comedy']",7222
7223,47894,"Wind That Shakes the Barley, The","Wind That Shakes the Barley, The (2006)",2006.0,"['Drama', 'War']",7223
7224,47907,Fateless (Sorstalanság),Fateless (Sorstalanság) (2005),2005.0,"['Drama', 'War']",7224
7225,47918,"Bravados, The","Bravados, The (1958)",1958.0,"['Drama', 'Western']",7225
7226,47931,"Criminal Life of Archibaldo de la Cruz, The (Ensayo de un crimen)","Criminal Life of Archibaldo de la Cruz, The (Ensayo de un crimen) (1955)",1955.0,"['Comedy', 'Crime', 'Drama']",7226
7227,47940,Time to Leave,Time to Leave (2005),2005.0,['Drama'],7227
7228,47950,Hollywoodland,Hollywoodland (2006),2006.0,"['Crime', 'Drama', 'Mystery', 'Thriller']",7228
7229,47976,Trust the Man,Trust the Man (2005),2005.0,"['Comedy', 'Drama', 'Romance']",7229
7230,47980,Bio Zombie (Sun faa sau si),Bio Zombie (Sun faa sau si) (1998),1998.0,"['Comedy', 'Horror']",7230
7231,47997,Idiocracy,Idiocracy (2006),2006.0,"['Adventure', 'Comedy', 'Sci-Fi', 'Thriller']",7231
7232,47999,Jesus Camp,Jesus Camp (2006),2006.0,"['Documentary', 'Drama']",7232
7233,48001,"Bow, The (Hwal)","Bow, The (Hwal) (2005)",2005.0,"['Drama', 'Romance']",7233
7234,48030,"Crusades, The","Crusades, The (1935)",1935.0,"['Adventure', 'Drama', 'War']",7234
7235,48032,"Tiger and the Snow, The (La tigre e la neve)","Tiger and the Snow, The (La tigre e la neve) (2005)",2005.0,"['Comedy', 'Drama', 'Romance', 'War']",7235
7236,48057,Union Pacific,Union Pacific (1939),1939.0,"['Drama', 'Western']",7236
7237,48061,Snoopy Come Home,Snoopy Come Home (1972),1972.0,"['Animation', 'Children', 'Comedy', 'Musical']",7237
7238,48067,"Soldier's Sweetheart, A","Soldier's Sweetheart, A (1998)",1998.0,"['Drama', 'War']",7238
7239,48082,"Science of Sleep, The (La science des rêves)","Science of Sleep, The (La science des rêves) (2006)",2006.0,"['Comedy', 'Drama', 'Fantasy', 'Romance']",7239
7240,48084,City for Conquest,City for Conquest (1940),1940.0,['Drama'],7240
7241,48093,Initial D (Tau man ji D),Initial D (Tau man ji D) (2005),2005.0,"['Action', 'Crime', 'Drama']",7241
7242,48123,"Long Voyage Home, The","Long Voyage Home, The (1940)",1940.0,"['Drama', 'War']",7242
7243,48127,Not as a Stranger,Not as a Stranger (1955),1955.0,['Drama'],7243
7244,48142,"Black Dahlia, The","Black Dahlia, The (2006)",2006.0,"['Crime', 'Drama', 'Mystery', 'Thriller']",7244
7245,48159,Everyone's Hero,Everyone's Hero (2006),2006.0,"['Adventure', 'Animation', 'Children', 'Comedy']",7245
7246,48167,Aaltra,Aaltra (2004),2004.0,"['Comedy', 'Drama']",7246
7247,48177,Wonder Man,Wonder Man (1945),1945.0,"['Comedy', 'Fantasy', 'Musical']",7247
7248,48198,Streamers,Streamers (1983),1983.0,"['Drama', 'War']",7248
7249,48214,Land of Plenty (Angst and Alienation in America),Land of Plenty (Angst and Alienation in America) (2004),2004.0,['Drama'],7249
7250,48229,Lemming,Lemming (2005),2005.0,"['Drama', 'Mystery', 'Thriller']",7250
7251,48231,Taxidermia,Taxidermia (2006),2006.0,"['Comedy', 'Drama', 'Horror']",7251
7252,48235,Flight from Death: The Quest for Immortality,Flight from Death: The Quest for Immortality (2003),2003.0,['Documentary'],7252
7253,48239,Yuva,Yuva (2004),2004.0,"['Action', 'Adventure', 'Crime', 'Drama']",7253
7254,48242,Mondo Topless,Mondo Topless (1966),1966.0,['Documentary'],7254
7255,48264,Vixen!,Vixen! (1968),1968.0,['Drama'],7255
7256,48268,Empire Falls,Empire Falls (2005),2005.0,"['Drama', 'Romance']",7256
7257,48299,Piccadilly,Piccadilly (1929),1929.0,"['Crime', 'Drama']",7257
7258,48301,"Private Life of Henry VIII, The","Private Life of Henry VIII, The (1933)",1933.0,"['Comedy', 'Drama']",7258
7259,48304,Apocalypto,Apocalypto (2006),2006.0,"['Adventure', 'Drama', 'Thriller']",7259
7260,48308,Household Saints,Household Saints (1993),1993.0,['Drama'],7260
7261,48315,Raintree County,Raintree County (1957),1957.0,"['Drama', 'Romance']",7261
7262,48319,Flyboys,Flyboys (2006),2006.0,"['Action', 'Adventure', 'Drama', 'War']",7262
7263,48322,Jackass Number Two,Jackass Number Two (2006),2006.0,"['Comedy', 'Documentary']",7263
7264,48342,Conversations with Other Women,Conversations with Other Women (2005),2005.0,"['Comedy', 'Drama', 'Romance']",7264
7265,48346,"Land Before Time II: The Great Valley Adventure, The","Land Before Time II: The Great Valley Adventure, The (1994)",1994.0,"['Adventure', 'Animation', 'Children', 'Musical']",7265
7266,48385,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),2006.0,['Comedy'],7266
7267,48389,Iraq for Sale: The War Profiteers,Iraq for Sale: The War Profiteers (2006),2006.0,['Documentary'],7267
7268,48394,"Pan's Labyrinth (Laberinto del fauno, El)","Pan's Labyrinth (Laberinto del fauno, El) (2006)",2006.0,"['Drama', 'Fantasy', 'Thriller']",7268
7269,48427,Romy and Michele: In the Beginning,Romy and Michele: In the Beginning (2005),2005.0,['Comedy'],7269
7270,48458,Sidewalks of London (St. Martin's Lane),Sidewalks of London (St. Martin's Lane) (1938),1938.0,['Comedy'],7270
7271,48501,G.O.R.A.,G.O.R.A. (2004),2004.0,"['Adventure', 'Comedy', 'Sci-Fi']",7271
7272,48516,"Departed, The","Departed, The (2006)",2006.0,"['Crime', 'Drama', 'Thriller']",7272
7273,48518,"Texas Chainsaw Massacre: The Beginning, The","Texas Chainsaw Massacre: The Beginning, The (2006)",2006.0,"['Horror', 'Thriller']",7273
7274,48522,Stormbreaker (Alex Rider: Operation Stormbreaker),Stormbreaker (Alex Rider: Operation Stormbreaker) (2006),2006.0,"['Action', 'Children']",7274
7275,48530,"Hawaii, Oslo","Hawaii, Oslo (2004)",2004.0,['Drama'],7275
7276,48543,Antibodies (Antikörper),Antibodies (Antikörper) (2005),2005.0,"['Crime', 'Drama', 'Horror', 'Thriller']",7276
7277,48555,Dr. Cyclops,Dr. Cyclops (1940),1940.0,"['Adventure', 'Horror', 'Sci-Fi']",7277
7278,48584,Ellie Parker,Ellie Parker (2005),2005.0,"['Comedy', 'Drama']",7278
7279,48591,"Grudge 2, The","Grudge 2, The (2006)",2006.0,"['Drama', 'Horror', 'Mystery', 'Thriller']",7279
7280,48596,"Marine, The","Marine, The (2006)",2006.0,"['Action', 'Drama', 'Thriller']",7280
7281,48600,One Night with the King,One Night with the King (2006),2006.0,['Drama'],7281
7282,48626,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,Once in a Lifetime: The Extraordinary Story of the New York Cosmos (2006),2006.0,['Documentary'],7282
7283,48638,Fellini's Casanova (Il Casanova di Federico Fellini),Fellini's Casanova (Il Casanova di Federico Fellini) (1976),1976.0,"['Drama', 'Romance']",7283
7284,48642,"Howards of Virginia, The","Howards of Virginia, The (1940)",1940.0,"['Drama', 'War']",7284
7285,48647,"Last Bolshevik, The (Tombeau d'Alexandre, Le)","Last Bolshevik, The (Tombeau d'Alexandre, Le) (1993)",1993.0,['Documentary'],7285
7286,48696,Little Children,Little Children (2006),2006.0,"['Drama', 'Romance']",7286
7287,48704,F.I.S.T.,F.I.S.T. (1978),1978.0,['Drama'],7287
7288,48711,Facing the Giants,Facing the Giants (2006),2006.0,"['Action', 'Drama']",7288
7289,48713,Mr. Conservative: Goldwater on Goldwater,Mr. Conservative: Goldwater on Goldwater (2006),2006.0,['Documentary'],7289
7290,48738,"Last King of Scotland, The","Last King of Scotland, The (2006)",2006.0,"['Drama', 'Thriller']",7290
7291,48741,"U.S. vs. John Lennon, The","U.S. vs. John Lennon, The (2006)",2006.0,['Documentary'],7291
7292,48744,Shortbus,Shortbus (2006),2006.0,"['Comedy', 'Drama', 'Romance']",7292
7293,48770,3 Blind Mice,3 Blind Mice (2003),2003.0,"['Crime', 'Mystery', 'Romance', 'Thriller']",7293
7294,48774,Children of Men,Children of Men (2006),2006.0,"['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Thriller']",7294
7295,48780,"Prestige, The","Prestige, The (2006)",2006.0,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",7295
7296,48783,Flags of Our Fathers,Flags of Our Fathers (2006),2006.0,"['Drama', 'War']",7296
7297,48791,Flicka,Flicka (2006),2006.0,"['Children', 'Drama']",7297
7298,48825,9th Company,9th Company (2005),2005.0,"['Action', 'Drama', 'War']",7298
7299,48833,Jade Warrior (Jadesoturi),Jade Warrior (Jadesoturi) (2006),2006.0,"['Action', 'Adventure', 'Drama']",7299
7300,48856,"Guide to Recognizing Your Saints, A","Guide to Recognizing Your Saints, A (2006)",2006.0,"['Crime', 'Drama']",7300
7301,48863,Azumi 2: Death or Love,Azumi 2: Death or Love (2005),2005.0,"['Action', 'Adventure']",7301
7302,48872,13 Tzameti,13 Tzameti (2005),2005.0,"['Film-Noir', 'Thriller']",7302
7303,48877,Saw III,Saw III (2006),2006.0,"['Crime', 'Horror', 'Thriller']",7303
7304,48879,Catch a Fire,Catch a Fire (2006),2006.0,"['Drama', 'Thriller']",7304
7305,48909,5 Fingers,5 Fingers (1952),1952.0,"['Drama', 'Thriller']",7305
7306,48943,The Butterfly Effect 2,The Butterfly Effect 2 (2006),2006.0,"['Adventure', 'Drama', 'Romance', 'Sci-Fi', 'Thriller']",7306
7307,48972,Lunacy (Sílení),Lunacy (Sílení) (2006),2006.0,"['Animation', 'Horror']",7307
7308,48982,Flushed Away,Flushed Away (2006),2006.0,"['Animation', 'Comedy']",7308
7309,48997,Perfume: The Story of a Murderer,Perfume: The Story of a Murderer (2006),2006.0,"['Crime', 'Drama', 'Thriller']",7309
7310,49013,"Santa Clause 3: The Escape Clause, The","Santa Clause 3: The Escape Clause, The (2006)",2006.0,"['Comedy', 'Fantasy']",7310
7311,49016,"Long Weekend, The","Long Weekend, The (2005)",2005.0,['Comedy'],7311
7312,49050,All the Invisible Children,All the Invisible Children (2005),2005.0,['Drama'],7312
7313,49060,Ocean Waves (Umi ga kikoeru),Ocean Waves (Umi ga kikoeru) (1993),1993.0,"['Animation', 'Drama', 'Romance']",7313
7314,49063,Mad Dogs & Englishmen,Mad Dogs & Englishmen (1971),1971.0,"['Documentary', 'Musical']",7314
7315,49079,Four Daughters,Four Daughters (1938),1938.0,"['Drama', 'Romance']",7315
7316,49110,Mom and Dad Save the World,Mom and Dad Save the World (1992),1992.0,"['Comedy', 'Sci-Fi']",7316
7317,49121,Farce of the Penguins,Farce of the Penguins (2006),2006.0,['Comedy'],7317
7318,49123,Emmet Otter's Jug-Band Christmas,Emmet Otter's Jug-Band Christmas (1977),1977.0,"['Children', 'Comedy', 'Drama', 'Musical']",7318
7319,49130,"Good Year, A","Good Year, A (2006)",2006.0,"['Comedy', 'Drama', 'Romance']",7319
7320,49132,Shut Up & Sing,Shut Up & Sing (2006),2006.0,['Documentary'],7320
7321,49183,Vital,Vital (2004),2004.0,['Thriller'],7321
7322,49220,For Your Consideration,For Your Consideration (2006),2006.0,['Comedy'],7322
7323,49225,Street Fight,Street Fight (2005),2005.0,['Documentary'],7323
7324,49265,Shooting Dogs (a.k.a. Beyond the Gates),Shooting Dogs (a.k.a. Beyond the Gates) (2005),2005.0,"['Documentary', 'Drama', 'War']",7324
7325,49274,Happy Feet,Happy Feet (2006),2006.0,"['Adventure', 'Animation', 'Children', 'Comedy', 'IMAX']",7325
7326,49276,Let's Go to Prison,Let's Go to Prison (2006),2006.0,['Comedy'],7326
7327,49284,10 Items or Less,10 Items or Less (2006),2006.0,"['Comedy', 'Drama', 'Romance']",7327
7328,49291,I Wake Up Screaming,I Wake Up Screaming (1941),1941.0,"['Crime', 'Film-Noir', 'Mystery', 'Romance', 'Thriller']",7328
7329,49312,Snow Cake,Snow Cake (2006),2006.0,['Drama'],7329
7330,49314,Harsh Times,Harsh Times (2006),2006.0,"['Action', 'Crime', 'Drama']",7330
7331,49330,London to Brighton,London to Brighton (2006),2006.0,"['Crime', 'Drama', 'Thriller']",7331
7332,49338,Gacy,Gacy (2003),2003.0,"['Crime', 'Drama', 'Horror', 'Thriller']",7332
7333,49347,Fast Food Nation,Fast Food Nation (2006),2006.0,['Drama'],7333
7334,49359,Celine and Julie Go Boating (Celine et Julie vont en bateau),Celine and Julie Go Boating (Celine et Julie vont en bateau) (1974),1974.0,"['Drama', 'Fantasy', 'Mystery']",7334
7335,49371,Min and Bill,Min and Bill (1930),1930.0,"['Comedy', 'Drama']",7335
7336,49379,"20,000 Years in Sing Sing","20,000 Years in Sing Sing (1932)",1932.0,"['Crime', 'Drama']",7336
7337,49394,Simon of the Desert (Simón del desierto),Simon of the Desert (Simón del desierto) (1965),1965.0,['Drama'],7337
7338,49396,Tenacious D in The Pick of Destiny,Tenacious D in The Pick of Destiny (2006),2006.0,"['Adventure', 'Comedy', 'Musical']",7338
7339,49402,"Facts of Life, The","Facts of Life, The (1960)",1960.0,"['Comedy', 'Drama', 'Romance']",7339
7340,49422,"OSS 117: Cairo, Nest of Spies (OSS 117: Le Caire nid d'espions)","OSS 117: Cairo, Nest of Spies (OSS 117: Le Caire nid d'espions) (2006)",2006.0,"['Adventure', 'Comedy', 'Crime']",7340
7341,49435,Reeker,Reeker (2005),2005.0,"['Horror', 'Mystery']",7341
7342,49494,"Last Hard Men, The","Last Hard Men, The (1976)",1976.0,['Western'],7342
